NUMBER,NAME,TYPE,LAST_ERUPTION,COUNTRY,REGION,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,POPULATION_5,POPULATION_10,POPULATION_30,POPULATION_100
284193,South Sarigan Seamount,Submarine,2010,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.58,145.78,-184,0,0,0,0
284200,Anatahan,Stratovolcano,2008,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,0,0,0,0
284201,East Diamante,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.93,145.67,-127,0,0,0,76403
284202,Ruby,Submarine,1995,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.62,145.57,-230,0,0,0,80613
284210,Esmeralda Bank,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15,145.25,-43,0,0,0,84578
284211,NW Rota-1,Submarine,2010,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",14.601,144.775,-517,0,0,0,5988
284220,Forecast Seamount,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.4,143.92,-1456,0,0,0,143992
284230,Seamount X,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.25,144.02,-1230,0,0,0,167168
284305,Mariana Back-Arc Segment at 15.5Â°N,Submarine,2015,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.406,144.506,-4100,0,0,0,0
285010,Oshima-Oshima,Stratovolcano,1790,Japan,"Japan, Taiwan, Marianas",Hokkaido,41.51,139.367,732,6,6,6,88023
285011,Esan,Lava dome(s),1874,Japan,"Japan, Taiwan, Marianas",Hokkaido,41.805,141.166,618,1734,5831,33197,916560
285020,Hokkaido-Komagatake,Stratovolcano,2000,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.063,140.677,1131,173,23091,234213,962081
285030,Toya,Stratovolcano,2001,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.544,140.839,733,5723,36191,214565,3206914
285031,Niseko,Stratovolcano(es),-4900,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.875,140.659,1308,778,9981,75171,2967982
285032,Yoteizan,Stratovolcano,-1050,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.827,140.812,1888,205,19419,80006,2988960
285034,Kuttara,Stratovolcano(es),1820,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.491,141.16,549,10198,34015,220509,3371955
285040,Shikotsu,Caldera,1979,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.688,141.38,1320,130474,130474,316816,3096376
285041,Rishirizan,Stratovolcano,-5830,Japan,"Japan, Taiwan, Marianas",Hokkaido,45.179,141.242,1721,178,9895,12933,94414
285050,Tokachidake,Stratovolcano(es),2004,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.418,142.686,2077,12,227,60382,1373264
285060,Taisetsuzan,Stratovolcano(es),1739,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.664,142.854,2291,19,119,16391,1304267
285061,Maruyama,Stratovolcano(es),1898,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.418,143.031,2013,0,6,3682,1260920
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,2062,2062,9756,929538
285080,Kussharo,Caldera,1320,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.615,144.427,574,8331,8331,26476,680109
285081,Mashu,Caldera,1080,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.572,144.561,857,9794,9794,25627,632919
285082,Rausudake,Stratovolcano,1800,Japan,"Japan, Taiwan, Marianas",Hokkaido,44.076,145.122,1660,35,4623,8574,218325
285083,Tenchozan,Crater rows,Unknown,Japan,"Japan, Taiwan, Marianas",Hokkaido,44.044,145.086,1046,0,0,0,0
285090,Shiretoko-Iozan,Stratovolcano,1936,Japan,"Japan, Taiwan, Marianas",Hokkaido,44.133,145.161,1562,6,1516,7890,209060
290010,Tomariyama [Golovnin],Caldera,1848,Japan,Kuril Islands,Kuril Islands,43.844,145.504,535,1796,1796,2445,159344
290020,Raususan [Mendeleev],Stratovolcano,1880,Japan,Kuril Islands,Kuril Islands,43.979,145.733,882,236,1783,3527,114486
290021,Ruruidake [Smirnov],Stratovolcano,Unknown,Japan,Kuril Islands,Kuril Islands,44.454,146.139,1486,0,108,903,16132
290030,Chachadake [Tiatia],Stratovolcano,1981,Japan,Kuril Islands,Kuril Islands,44.353,146.252,1822,3,223,896,16275
290040,Berutarubesan [Berutarube],Stratovolcano,Unknown,Japan,Kuril Islands,Kuril Islands,44.462,146.932,1221,0,113,240,9155
290041,Moekeshiwan [Lvinaya Past],Stratovolcano,-7480,Japan,Kuril Islands,Kuril Islands,44.608,146.994,528,0,206,588,5938
290050,Etorofu-Atosanupuri [Atosanupuri],Stratovolcano,1932,Japan,Kuril Islands,Kuril Islands,44.808,147.131,1206,1,289,644,4311
290060,Hitokappu Volcano Group [Bogatyr Ridge],Stratovolcano,Unknown,Japan,Kuril Islands,Kuril Islands,44.857,147.403,1610,5,130,1268,5735
290061,Unnamed,Submarine,Unknown,Japan,Kuril Islands,Kuril Islands,45.022,147.019,-195,0,0,693,5920
290070,Etorofu-Yakeyama [Grozny Group],Complex(es),2013,Japan,Kuril Islands,Kuril Islands,45.012,147.871,1158,0,39,2417,6361
290072,Odamoisan [Tebenkov],Stratovolcano,Unknown,Japan,Kuril Islands,Kuril Islands,45.028,147.918,1208,0,0,0,0
290080,Sashiusudake [Baransky],Stratovolcano,1951,Japan,Kuril Islands,Kuril Islands,45.1,148.019,1125,0,0,4061,6487
290090,Chirippusan [Chirip],Stratovolcano(es),1860,Japan,Kuril Islands,Kuril Islands,45.338,147.92,1587,77,372,1125,4810
290100,Moyorodake [Medvezhia],Stratovolcano,1999,Japan,Kuril Islands,Kuril Islands,45.389,148.838,1124,11,42,600,4333
290110,Rakkibetsudake [Demon],Stratovolcano,Unknown,Japan,Kuril Islands,Kuril Islands,45.5,148.85,1205,69,150,453,4180
290111,Ivao Group,Pyroclastic cone(s),Unknown,Russia,Kuril Islands,Kuril Islands,45.77,149.68,1426,1,10,37,959
290112,Rudakov,Stratovolcano,Unknown,Russia,Kuril Islands,Kuril Islands,45.874,149.819,532,11,18,39,643
290113,Tri Sestry,Stratovolcano,Unknown,Russia,Kuril Islands,Kuril Islands,45.93,149.92,998,0,0,34,532
290120,Kolokol Group,Stratovolcano,1973,Russia,Kuril Islands,Kuril Islands,46.042,150.083,1328,2,2,128,375
290150,Chirpoi,Caldera,2016,Russia,Kuril Islands,Kuril Islands,46.532,150.871,742,1,1,3,491
290160,Unnamed,Submarine,1972,Russia,Kuril Islands,Kuril Islands,46.47,151.28,-502,0,0,0,578
290161,Milna,Stratovolcano,1914,Russia,Kuril Islands,Kuril Islands,46.815,151.786,1504,43,47,49,188
290180,Zavaritzki Caldera,Caldera,1957,Russia,Kuril Islands,Kuril Islands,46.925,151.95,624,46,46,61,118
290190,Prevo Peak,Stratovolcano,1825,Russia,Kuril Islands,Kuril Islands,47.02,152.12,1360,0,6,92,146
290191,Uratman,Stratovolcano,Unknown,Russia,Kuril Islands,Kuril Islands,47.12,152.25,678,3,9,20,33
290200,Ketoi,Stratovolcano,1960,Russia,Kuril Islands,Kuril Islands,47.35,152.475,1172,1,10,11,90
290210,Ushishur,Caldera,1884,Russia,Kuril Islands,Kuril Islands,47.52,152.8,401,0,0,16,275
290211,Srednii,Submarine,Unknown,Russia,Kuril Islands,Kuril Islands,47.6,152.92,36,0,0,8,279
290220,Rasshua,Stratovolcano,1957,Russia,Kuril Islands,Kuril Islands,47.77,153.02,956,0,9,9,200
290240,Sarychev Peak,Stratovolcano,2021,Russia,Kuril Islands,Kuril Islands,48.092,153.2,1496,17,143,143,148
290250,Raikoke,Stratovolcano,2019,Russia,Kuril Islands,Kuril Islands,48.292,153.25,551,0,0,134,142
290260,Chirinkotan,Stratovolcano,2021,Russia,Kuril Islands,Kuril Islands,48.98,153.48,724,0,0,0,6
290270,Ekarma,Stratovolcano,2010,Russia,Kuril Islands,Kuril Islands,48.958,153.93,1170,0,0,1,26
290290,Sinarka,Stratovolcano,1878,Russia,Kuril Islands,Kuril Islands,48.873,154.182,911,0,3,3,57
290300,Kharimkotan,Stratovolcano,1933,Russia,Kuril Islands,Kuril Islands,49.12,154.508,1145,2,2,4,22
290310,Tao-Rusyr Caldera,Stratovolcano,1952,Russia,Kuril Islands,Kuril Islands,49.34,154.725,1272,0,73,83,394
290320,Nemo Peak,Caldera,1938,Russia,Kuril Islands,Kuril Islands,49.57,154.808,1018,15,15,46,582
290331,Shirinki,Stratovolcano,Unknown,Russia,Kuril Islands,Kuril Islands,50.2,154.98,761,0,0,50,1389
290340,Fuss Peak,Stratovolcano,1854,Russia,Kuril Islands,Kuril Islands,50.267,155.246,1742,0,62,354,1891
290350,Karpinsky Group,Cone(s),1952,Russia,Kuril Islands,Kuril Islands,50.148,155.373,1326,0,104,516,1853
290360,Chikurachki,Stratovolcano(es),2016,Russia,Kuril Islands,Kuril Islands,50.324,155.461,1781,0,65,527,2492
290370,Vernadskii Ridge,Pyroclastic cone(s),Unknown,Russia,Kuril Islands,Kuril Islands,50.55,155.97,1183,0,2,976,3064
290380,Ebeko,Stratovolcano,2021,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,0,267,1076,3098
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,Kuril Islands,50.861,155.565,2285,0,64,64,2887
300010,Kambalny,Stratovolcano,2017,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.306,156.875,2116,0,20,572,4525
300020,Koshelev,Stratovolcano,1690,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.356,156.753,1822,0,2,855,4390
300021,Yavinsky,Stratovolcano,-4050,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.533,156.629,646,30,595,1356,4813
300022,Diky Greben,Lava dome(s),350,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.452,156.978,1040,0,56,544,4568
300023,Kurile Lake,Caldera,-6440,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.45,157.12,81,23,23,397,4078
300030,Iliinsky,Stratovolcano,1901,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.498,157.203,1555,0,0,410,4173
300040,Zheltovsky,Stratovolcano,1923,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.577,157.328,1926,0,21,135,3737
300050,Ksudach,Stratovolcano,1907,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.844,157.572,1079,0,0,244,3850
300052,Olkoviy Volcanic Group,Volcanic field,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.02,157.53,681,34,34,46,3780
300053,Khodutka,Stratovolcano(es),-300,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.062,157.711,2039,0,0,187,3525
300058,Asacha,Complex,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.355,157.827,1910,0,0,34,238467
300059,Visokiy,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.43,157.93,1234,0,0,30,232358
300060,Mutnovsky,Complex,2000,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.449,158.196,2288,0,0,97,250858
300070,Gorely,Caldera,2010,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.559,158.03,1799,0,0,19,250293
300080,Opala,Caldera,1776,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.543,157.339,2439,22,22,50,58949
300082,Tolmachev Dol,Pyroclastic cone(s),300,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.63,157.58,1021,2,2,14,247676
300083,Vilyuchinsky,Stratovolcano,-8050,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.7,158.28,2173,0,1,23874,276468
300084,Barkhatnaya Sopka,Lava dome(s),-3550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.802,158.24,874,0,208,13963,252873
300090,Koryaksky,Stratovolcano,2009,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.321,158.712,3430,0,13,142050,257322
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,0,0,180016,270205
300110,Dzenzursky,Compound,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.637,158.922,2285,0,0,110,250934
300120,Zhupanovsky,Compound,2016,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.589,159.15,2899,0,0,153,267080
300121,Veer,Pyroclastic cone(s),390,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.75,158.45,520,0,1,44,266763
300122,Kostakan,Pyroclastic cone(s),1350,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.83,158.05,1150,13,13,1352,232577
300123,Bakening,Stratovolcano,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.07,2278,0,10,1583,87139
300124,Zavaritsky,Pyroclastic cone(s),-800,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.385,1567,0,0,37,223868
300125,Akademia Nauk,Stratovolcano(es),1996,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,3,3,615,12484
300130,Karymsky,Stratovolcano,2022,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513,0,0,291,10848
300140,Maly Semyachik,Caldera,1952,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.135,159.674,1527,98,98,497,10182
300150,Bolshoi Semiachik,Stratovolcano(es),-4450,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.32,160.02,1720,0,0,554,7373
300160,Taunshits,Stratovolcano,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.528,159.804,2301,0,0,186,11110
300170,Uzon,Caldera(s),200,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.5,159.97,1617,0,0,294,9144
300180,Kikhpinych,Stratovolcano(es),1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251,1515,0,29,687,4322
300190,Krasheninnikov,Caldera,1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.27,1816,308,308,814,4674
300200,Kronotsky,Stratovolcano,1923,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.753,160.533,3482,0,12,1323,3531
300210,Gamchen,Complex,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.974,160.703,2539,0,0,382,3829
300220,Komarov,Stratovolcano,950,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.033,160.725,2065,0,0,238,3756
300221,Vysoky,Stratovolcano,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.064,160.765,2129,0,0,123,3657
300230,Kizimen,Stratovolcano,2013,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.131,160.32,2334,0,26,197,5564
300240,Tolbachik,Shield,2013,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.832,160.326,3611,0,0,225,10487
300241,Udina,Stratovolcano(es),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.758,160.527,2886,0,2,63,10334
300242,Zimina,Stratovolcano(es),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.862,160.603,3057,0,0,77,11184
300250,Bezymianny,Stratovolcano,2022,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.972,160.595,2882,0,0,47,11728
300251,Kamen,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.02,160.593,4585,0,0,63,11138
300260,Klyuchevskoy,Stratovolcano,2021,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754,0,0,292,12406
300261,Ushkovsky,Compound,1890,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.113,160.509,3943,0,0,292,12461
300270,Sheveluch,Stratovolcano,2022,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.653,161.36,3283,0,0,1718,11613
300271,Piip,Submarine,-5050,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.42,167.33,-300,0,0,0,574
300272,Khangar,Stratovolcano,1500,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.761,157.407,1967,0,0,38,11805
300273,Cherpuk Group,Pyroclastic cone(s),-4550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.55,157.47,1868,0,0,32,3323
300280,Ichinsky,Stratovolcano,1740,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.678,157.718,3596,0,0,34,2670
300310,Plosky,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.2,158.47,1236,0,40,173,9676
300360,Bolshoi-Kekuknaysky,Shield(s),-5310,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.483,157.917,1401,0,0,158,2779
300450,Alney-Chashakondzha,Stratovolcano,1600,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.656,159.647,2570,0,0,3,10679
300511,Shisheika,Lava dome,-2240,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.153,161.09,355,0,8,363,7530
300512,Terpuk,Shield,-800,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.2,159.83,765,0,2,33,4551
300520,Sedanka Lava Field,Volcanic field,-7050,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.317,160.067,1399,0,0,77,3603
300550,Gorny Institute,Stratovolcano,1250,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.33,160.2,2125,0,0,17,3454
300551,Kinenin,Maar,850,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,160.97,583,0,0,94,3650
300552,Bliznetsy,Lava cone,-1060,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,161.37,265,0,4,155,3822
300560,Titila,Shield(s),-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.406,160.108,1523,0,0,72,2877
300590,Elovsky,Shield(s),-7550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.55,160.53,1381,0,0,44,2704
300650,Nylgimelkin,Shield(s),-3550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.97,160.65,1764,0,0,26,1792
300671,Spokoiny,Stratovolcano,-3450,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.13,160.82,2171,0,0,16,2522
300680,Ostry,Stratovolcano,-2050,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.18,160.82,2552,0,0,8,2547
300700,Severny,Shield,-1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.28,160.87,1936,0,0,4,3152
300720,Voyampolsky,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.374,160.631,1103,0,0,74,2758
302030,Udokan Plateau,Pyroclastic cone(s),-220,Russia,Kamchatka and Mainland Asia,Russia (southeastern),56.28,117.77,2180,12,12,62,4688
302040,Vitim Volcanic Field,Pyroclastic cone(s),Unknown,Russia,Kamchatka and Mainland Asia,Russia (southeastern),53.75,113.25,1250,669,669,669,10035
302050,Tunkin Depression,Volcanic field,Unknown,Russia,Kamchatka and Mainland Asia,Russia (southeastern),51.5,102.5,1200,431,431,6533,63490
302060,Jom-Bolok,Volcanic field,-5180,Russia,Kamchatka and Mainland Asia,Russia (southeastern),52.713,99.021,2047,0,0,6,3578
302070,Azas Plateau,Volcanic field,Unknown,Russia,Kamchatka and Mainland Asia,Russia (southeastern),52.433,98.303,2765,142,142,142,4532
303010,Taryatu-Chulutu,Volcanic field,-2980,Mongolia,Kamchatka and Mainland Asia,Mongolia,48.133,99.95,2326,5602,5602,5602,29050
303020,Khanuy Gol,Volcanic field,Unknown,Mongolia,Kamchatka and Mainland Asia,Mongolia,48.67,102.75,1886,6120,6120,6120,66243
303040,Dariganga Volcanic Field,Pyroclastic cone(s),Unknown,Mongolia,Kamchatka and Mainland Asia,Mongolia,45.754,114.279,1778,18247,18247,18247,25280
304030,Kunlun Volcanic Group,Pyroclastic cone(s),1951,China,Kamchatka and Mainland Asia,China (western),35.52,80.2,5808,1253,1253,3212,22621
305010,Honggeertu,Pyroclastic cone(s),Unknown,China,Kamchatka and Mainland Asia,China (eastern),41.59,113.111,1605,46721,46721,112975,1830539
305011,Arxan-Chaihe,Pyroclastic cone(s),0,China,Kamchatka and Mainland Asia,China (eastern),47.45,120.8,1677,6435,6435,6435,188163
305020,Keluo Group,Pyroclastic cone(s),Unknown,China,Kamchatka and Mainland Asia,China (eastern),49.37,125.92,670,20323,20323,72863,994984
305030,Wudalianchi,Volcanic field,1776,China,Kamchatka and Mainland Asia,China (eastern),48.722,126.15,597,57885,57885,136201,2164526
305040,Jingbo,Volcanic field,-520,China,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,35038,35038,149132,2372857
305050,Longgang Group,Pyroclastic cone(s),350,China,Kamchatka and Mainland Asia,China (eastern),42.33,126.5,1000,34708,34708,197016,4407575
306030,Ulreung,Stratovolcano,-2990,South Korea,Kamchatka and Mainland Asia,Korea,37.5,130.87,984,7399,9210,9210,9210
306040,Halla,Shield,1007,South Korea,Kamchatka and Mainland Asia,Korea,33.361,126.53,1919,134,2653,482766,543082
311010,Buldir,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,52.35,175.911,656,0,0,0,0
311020,Kiska,Stratovolcano,1990,United States,Alaska,Aleutian Islands,52.103,177.602,1220,0,0,0,0
311030,Segula,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,52.015,178.136,1160,0,0,0,0
311040,Davidof,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,51.97,178.33,328,0,0,0,0
311050,Little Sitkin,Stratovolcano,1830,United States,Alaska,Aleutian Islands,51.95,178.543,1174,0,0,0,0
311060,Semisopochnoi,Stratovolcano,2022,United States,Alaska,Aleutian Islands,51.93,179.58,1221,0,0,0,0
311070,Gareloi,Stratovolcano,1989,United States,Alaska,Aleutian Islands,51.79,-178.794,1573,0,0,0,0
311080,Tanaga,Stratovolcano(es),1914,United States,Alaska,Aleutian Islands,51.885,-178.146,1806,0,0,0,0
311090,Takawangha,Stratovolcano,1550,United States,Alaska,Aleutian Islands,51.873,-178.006,1449,0,0,0,0
311100,Bobrof,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,51.91,-177.438,738,0,0,0,0
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,0,0,0,0
311111,Moffett,Stratovolcano,-1600,United States,Alaska,Aleutian Islands,51.944,-176.747,1196,0,0,0,0
311120,Great Sitkin,Stratovolcano,2022,United States,Alaska,Aleutian Islands,52.076,-176.13,1740,0,0,0,0
311130,Kasatochi,Stratovolcano,2008,United States,Alaska,Aleutian Islands,52.177,-175.508,314,0,0,0,276
311140,Koniuji,Stratovolcano,-1150,United States,Alaska,Aleutian Islands,52.22,-175.13,273,0,0,0,173
311160,Atka Volcanic Complex,Stratovolcano(es),2007,United States,Alaska,Aleutian Islands,52.331,-174.139,1518,0,0,207,207
311180,Seguam,Stratovolcano(es),1993,United States,Alaska,Aleutian Islands,52.315,-172.51,1054,0,0,0,0
311190,Amukta,Stratovolcano,1997,United States,Alaska,Aleutian Islands,52.5,-171.252,1066,0,0,0,0
311200,Chagulak,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,52.577,-171.13,1142,0,0,0,0
311210,Yunaska,Shield,1937,United States,Alaska,Aleutian Islands,52.643,-170.629,550,0,0,0,0
311220,Herbert,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,52.742,-170.111,1280,0,0,0,30
311230,Carlisle,Stratovolcano,1828,United States,Alaska,Aleutian Islands,52.894,-170.054,1620,0,0,0,30
311240,Cleveland,Stratovolcano,2020,United States,Alaska,Aleutian Islands,52.825,-169.944,1730,0,0,0,9
311241,Tana,Stratovolcano(es),Unknown,United States,Alaska,Aleutian Islands,52.83,-169.77,1170,0,0,0,8
311250,Uliaga,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,53.065,-169.77,888,0,0,0,19
311260,Kagamil,Stratovolcano,1929,United States,Alaska,Aleutian Islands,52.974,-169.72,893,0,0,0,7
311270,Vsevidof,Stratovolcano,1878,United States,Alaska,Aleutian Islands,53.13,-168.693,2149,0,0,6,6
311280,Recheschnoi,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,53.157,-168.539,1984,0,0,0,17
311290,Okmok,Shield,2008,United States,Alaska,Aleutian Islands,53.43,-168.13,1073,0,0,0,4
311300,Bogoslof,Submarine,2017,United States,Alaska,Aleutian Islands,53.93,-168.03,150,0,0,0,4216
311310,Makushin,Stratovolcano,1995,United States,Alaska,Aleutian Islands,53.891,-166.923,1800,0,0,3437,3850
311320,Akutan,Stratovolcano,1992,United States,Alaska,Aleutian Islands,54.134,-165.986,1303,0,24,233,4361
311340,Westdahl,Stratovolcano?,1992,United States,Alaska,Aleutian Islands,54.516,-164.65,1563,0,0,0,305
311350,Fisher,Stratovolcano,1830,United States,Alaska,Aleutian Islands,54.65,-164.43,1112,0,0,0,25
311360,Shishaldin,Stratovolcano,2020,United States,Alaska,Aleutian Islands,54.756,-163.97,2857,0,0,10,197
311380,Roundtop,Stratovolcano,-7600,United States,Alaska,Aleutian Islands,54.8,-163.589,1871,0,0,10,1079
311390,Amak,Stratovolcano,1796,United States,Alaska,Aleutian Islands,55.424,-163.149,488,0,0,0,1345
312010,Frosty,Stratovolcano(es),Unknown,United States,Alaska,Alaska Peninsula,55.067,-162.835,1728,0,0,67,1153
312011,Dutton,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,55.183,-162.276,1465,0,445,859,1090
312020,Emmons Lake,Caldera,Unknown,United States,Alaska,Alaska Peninsula,55.341,-162.073,1436,0,0,686,1199
312030,Pavlof,Stratovolcano,2022,United States,Alaska,Alaska Peninsula,55.417,-161.894,2493,0,0,0,3002
312040,Pavlof Sister,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,55.457,-161.854,2142,0,0,0,1860
312050,Dana,Stratovolcano,-1890,United States,Alaska,Alaska Peninsula,55.641,-161.214,1354,0,0,0,1814
312055,Stepovak Bay Group,Volcanic field,Unknown,United States,Alaska,Alaska Peninsula,55.917,-160.017,1633,0,0,0,0
312060,Kupreanof,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,56.011,-159.797,1895,0,0,11,969
312070,Veniaminof,Stratovolcano,2021,United States,Alaska,Alaska Peninsula,56.17,-159.38,2507,0,0,0,542
312080,Black Peak,Stratovolcano,-1900,United States,Alaska,Alaska Peninsula,56.552,-158.785,1032,0,0,0,478
312090,Aniakchak,Caldera,1931,United States,Alaska,Alaska Peninsula,56.88,-158.17,1341,0,0,36,479
312100,Yantarni,Stratovolcano,-800,United States,Alaska,Alaska Peninsula,57.019,-157.185,1345,0,0,0,190
312110,Chiginagak,Stratovolcano,1998,United States,Alaska,Alaska Peninsula,57.135,-156.99,2221,0,0,0,52
312120,Kialagvik,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,57.203,-156.745,1677,0,0,0,71
312130,Ugashik-Peulik,Stratovolcano,1814,United States,Alaska,Alaska Peninsula,57.751,-156.368,1474,0,0,0,102
312131,Ukinrek Maars,Maar(s),1977,United States,Alaska,Alaska Peninsula,57.832,-156.51,91,0,0,0,739
